id,id_orig,id_target,name_orig,name_target
1053,2783,186,yaniella,micrococcaceae
1054,2644,186,pseudarthrobacter,micrococcaceae
1055,2421,186,auritidibacter,micrococcaceae
1056,600,186,rothia,micrococcaceae
1057,849,186,rothia kocuria,micrococcaceae
1058,1618,186,arthrobacter,micrococcaceae
1059,1751,186,paenarthrobacter,micrococcaceae
1060,2165,186,oribacterium species,micrococcaceae
1061,2261,186,nesterenkonia,micrococcaceae
1062,188,187,caulobacterales,caulobacteraceae
1063,560,187,caulobacter,caulobacteraceae
1064,672,187,brevundimonas,caulobacteraceae
1065,1448,187,phenylobacterium,caulobacteraceae
1066,14,188,alphaproteobacteria,caulobacterales
1067,187,188,caulobacteraceae,caulobacterales
1068,205,190,lachnospira,lachnospiraceae
1069,3136,190,schaedlerella,lachnospiraceae
1070,3071,190,fusimonas,lachnospiraceae
1071,2829,190,extibacter,lachnospiraceae
1072,2498,190,murimonas,lachnospiraceae
1073,2476,190,sporobacterium,lachnospiraceae
1074,2207,190,anaerosporobacter,lachnospiraceae
1075,2013,190,acetatifactor,lachnospiraceae
1076,1791,190,faecalicatena,lachnospiraceae
1077,1780,190,parasporobacterium,lachnospiraceae
1078,1621,190,frisingicoccus,lachnospiraceae
1079,1523,190,moryella,lachnospiraceae
1080,1408,190,lacrimispora,lachnospiraceae
1081,1238,190,syntrophococcus,lachnospiraceae
1082,1142,190,marvinbryantia,lachnospiraceae
1083,1080,190,pseudobutyrivibrio,lachnospiraceae
1084,1072,190,catonella species,lachnospiraceae
1085,1067,190,kineothrix,lachnospiraceae
1086,1058,190,lachnobacterium,lachnospiraceae
1087,1028,190,lachnoanaerobaculum,lachnospiraceae
1088,962,190,sellimonas,lachnospiraceae
1089,906,190,johnsonella,lachnospiraceae
1090,862,190,robinsoniella,lachnospiraceae
1091,844,190,shuttleworthia,lachnospiraceae
1092,840,190,unclassified lachnospiraceae,lachnospiraceae
1093,835,190,eisenbergiella,lachnospiraceae
1094,818,190,fusicatenibacter,lachnospiraceae
1095,723,190,enterocloster,lachnospiraceae
1096,681,190,stomatobaculum,lachnospiraceae
1097,579,190,dorea,lachnospiraceae
1098,576,190,coprococcus,lachnospiraceae
1099,540,190,anaerobutyricum,lachnospiraceae
1100,207,190,roseburia,lachnospiraceae
1101,237,190,mediterraneibacter,lachnospiraceae
1102,240,190,butyrivibrio,lachnospiraceae
1103,330,190,blautia,lachnospiraceae
1104,352,190,lachnoclostridium,lachnospiraceae
1105,422,190,anaerostipes,lachnospiraceae
1106,428,190,tyzzerella,lachnospiraceae
1107,434,190,agathobacter,lachnospiraceae
1108,461,190,oribacterium,lachnospiraceae
1109,192,191,citrobacter,citrobacter koseri
1110,31,192,enterobacteriaceae,citrobacter
1111,191,192,citrobacter koseri,citrobacter
1112,3289,192,unclassified citrobacter,citrobacter
1113,2838,192,citrobacter amalonaticus,citrobacter
1114,535,192,citrobacter rodentium,citrobacter
1115,960,192,citrobacter freundii complex,citrobacter
1116,1395,192,citrobacter farmer,citrobacter
1117,100,193,acinetobacter,acinetobacter radioresistens
1118,152,194,enterococcus,enterococcus gallinarum
1119,196,195,shewanella,shewanella putrefaciens
1120,197,196,shewanellaceae,shewanella
1121,195,196,shewanella putrefaciens,shewanella
1122,3407,196,shewanella carassii,shewanella
1123,3243,196,shewanella dokdonensis,shewanella
1124,2410,196,shewanella algae,shewanella
1125,2548,197,psychrobium,shewanellaceae
1126,198,197,alteromonadales,shewanellaceae
1127,196,197,shewanella,shewanellaceae
1128,3371,198,moritellaceae,alteromonadales
1129,2858,198,colwelliaceae,alteromonadales
1130,1912,198,alteromonadaceae,alteromonadales
1131,1829,198,psychromonadaceae,alteromonadales
1132,1422,198,pseudoalteromonadaceae,alteromonadales
1133,33,198,gammaproteobacteria,alteromonadales
1134,197,198,shewanellaceae,alteromonadales
1135,200,199,erwinia,erwinia amylovora
1136,201,200,erwiniaceae,erwinia
1137,199,200,erwinia amylovora,erwinia
1138,1266,200,unclassified erwinia,erwinia
1139,3098,201,izhakiella,erwiniaceae
1140,2534,201,tatumella,erwiniaceae
1141,2454,201,wigglesworthia,erwiniaceae
1142,2001,201,phaseolibacter,erwiniaceae
1143,1131,201,buchnera,erwiniaceae
1144,341,201,pantoea,erwiniaceae
1145,32,201,enterobacterales,erwiniaceae
1146,200,201,erwinia,erwiniaceae
1147,143,202,salmonella,salmonella enterica
1148,401,202,salmonella enterica subsp. enterica,salmonella enterica
1149,72,203,fusobacterium,fusobacterium nucleatum
1150,1641,203,f. nucleatum fusobacterium nucleatum,fusobacterium nucleatum
1151,205,204,lachnospira,eubacterium eligens
1152,190,205,lachnospiraceae,lachnospira
1153,204,205,eubacterium eligens,lachnospira
1154,1079,205,lachnospira pectinoschiza,lachnospira
1155,1534,205,lachnospira multipara,lachnospira
1156,207,206,roseburia,roseburia inulinivorans
1157,190,207,lachnospiraceae,roseburia
1158,206,207,roseburia inulinivorans,roseburia
1159,1533,207,roseburia faecis,roseburia
1160,1530,207,unclassified roseburia,roseburia
1161,241,207,roseburia hominis,roseburia
1162,333,207,roseburia intestinalis,roseburia
1163,178,208,methylobacterium,methylobacterium radiotolerans
1164,211,210,pseudomonas putida group,pseudomonas putida
1165,3163,211,pseudomonas plecoglossicida,pseudomonas putida group
1166,3019,211,pseudomonas fulva,pseudomonas putida group
1167,2778,211,pseudomonas monteilii,pseudomonas putida group
1168,2585,211,pseudomonas oryzihabitans,pseudomonas putida group
1169,1816,211,pseudomonas mosselii,pseudomonas putida group
1170,140,211,pseudomonas,pseudomonas putida group
1171,210,211,pseudomonas putida,pseudomonas putida group
1172,213,212,enterobacter cloacae complex,enterobacter cloacae
1173,2685,213,enterobacter cancerogenus,enterobacter cloacae complex
1174,2378,213,enterobacter kobei,enterobacter cloacae complex
1175,1644,213,hormaechei,enterobacter cloacae complex
1176,1230,213,enterobacter ludwigii,enterobacter cloacae complex
1177,1163,213,enterobacter asburiae,enterobacter cloacae complex
1178,214,213,enterobacter,enterobacter cloacae complex
1179,212,213,enterobacter cloacae,enterobacter cloacae complex
1180,31,214,enterobacteriaceae,enterobacter
1181,213,214,enterobacter cloacae complex,enterobacter
1182,3287,214,unclassified enterobacter,enterobacter
1183,2975,214,enterobacter bugandensis,enterobacter
1184,2056,214,enterobacter quasihormaechei,enterobacter
1185,2055,214,enterobacter mori,enterobacter
1186,216,215,hafnia,hafnia alvei
1187,217,216,hafniaceae,hafnia
1188,215,216,hafnia alvei,hafnia
1189,3139,217,obesumbacterium genus,hafniaceae
1190,1584,217,edwardsiella,hafniaceae
1191,32,217,enterobacterales,hafniaceae
1192,216,217,hafnia,hafniaceae
1193,219,218,acetobacteraceae,gluconacetobacter
1194,3325,219,komagataeibacter,acetobacteraceae
1195,3188,219,parasaccharibacter,acetobacteraceae
1196,2770,219,acidiphilium,acetobacteraceae
1197,2721,219,neoasaia,acetobacteraceae
1198,2372,219,pseudoroseomonas,acetobacteraceae
1199,2226,219,asaia,acetobacteraceae
1200,1723,219,gluconobacter,acetobacteraceae
1201,1164,219,roseomonas,acetobacteraceae
1202,883,219,acetobacter,acetobacteraceae
1203,598,219,bombella,acetobacteraceae
1204,220,219,rhodospirillales,acetobacteraceae
1205,218,219,gluconacetobacter,acetobacteraceae
1206,14,220,alphaproteobacteria,rhodospirillales
1207,219,220,acetobacteraceae,rhodospirillales
1208,1250,220,rhodospirillaceae,rhodospirillales
1209,1847,220,stellaceae,rhodospirillales
1210,2003,220,azospirillaceae,rhodospirillales
1211,3174,220,kiloniellaceae,rhodospirillales
1212,3292,220,thalassospiraceae,rhodospirillales
1213,222,221,comamonadaceae,hydrogenophaga
1214,157,222,burkholderiales,comamonadaceae
1215,221,222,hydrogenophaga,comamonadaceae
1216,280,222,acidovorax,comamonadaceae
1217,514,222,delftia,comamonadaceae
1218,1024,222,comamonas,comamonadaceae
1219,1468,222,ramlibacter,comamonadaceae
1220,1619,222,curvibacter,comamonadaceae
1221,1824,222,diaphorobacter,comamonadaceae
1222,2151,222,variovorax,comamonadaceae
1223,36,223,streptococcaceae,lactococccus
1224,327,223,lactococcus lactis,lactococccus
1225,2942,223,lactococcus laudensis,lactococccus
1226,2462,223,streptococcus cremoris,lactococccus
1227,2461,223,streptococcus plantarum,lactococccus
1228,1559,223,lactococcus piscium lactococcus piscium,lactococccus
1229,1506,223,lactococcus garvieae,lactococccus
1230,1492,223,lactococcus chungangensis,lactococccus
1231,940,223,lactococcus taiwanensis,lactococccus
1232,225,224,gardnerella,gardnerella vaginalis
1233,2404,225,unclassified gardnerella,gardnerella
1234,53,225,bifidobacteriaceae,gardnerella
1235,224,225,gardnerella vaginalis,gardnerella
1236,151,226,lacticaseibacillus,lactobacillus rhamnosus
1237,303,226,lactobacillus rhamnosus gg,lactobacillus rhamnosus
1238,135,230,alistipes,alistipes shahii
1239,232,231,coriobacteriaceae,collinsella
1240,443,231,collinsella aerofaciens,collinsella
1241,2054,231,intestinal collinsella,collinsella
1242,2038,231,collinsella stercoris,collinsella
1243,1209,231,collinsella tanakaei,collinsella
1244,233,232,coriobacteriales,coriobacteriaceae
1245,231,232,collinsella,coriobacteriaceae
1246,3375,232,senegalimassilia,coriobacteriaceae
1247,2490,232,enorma,coriobacteriaceae
1248,1772,232,parvibacter,coriobacteriaceae
1249,743,232,coriobacterium,coriobacteriaceae
1250,234,233,coriobacteriia,coriobacteriales
1251,232,233,coriobacteriaceae,coriobacteriales
1252,251,233,atopobiaceae,coriobacteriales
1253,345,234,eggerthellales,coriobacteriia
1254,46,234,actinomycetota,coriobacteriia
1255,233,234,coriobacteriales,coriobacteriia
1256,58,235,christensenellaceae,christensenella
1257,308,235,christensenella minuta,christensenella
1258,1628,235,christensenella timonensis,christensenella
1259,1925,235,catabacter hongkongensis,christensenella
1260,237,236,mediterraneibacter,ruminococcus gnavus
1261,1227,237,mediterraneibacter faecis,mediterraneibacter
1262,1168,237,ruminococcus lactaris,mediterraneibacter
1263,731,237,ruminococcus torques,mediterraneibacter
1264,190,237,lachnospiraceae,mediterraneibacter
1265,236,237,ruminococcus gnavus,mediterraneibacter
1266,2337,239,ewingella,yersiniaceae
1267,2146,239,gibbsiella,yersiniaceae
1268,1254,239,rahnella,yersiniaceae
1269,507,239,serratia,yersiniaceae
1270,32,239,enterobacterales,yersiniaceae
1271,190,240,lachnospiraceae,butyrivibrio
1272,1278,240,butyrivibrio crossotus,butyrivibrio
1273,3367,240,butyrivibrio hungatei,butyrivibrio
1274,2919,240,butyrivibrio proteoclasticus,butyrivibrio
1275,1646,240,butyrivibrio fibrisolvens,butyrivibrio
1276,207,241,roseburia,roseburia hominis
1277,243,242,turicibacteraceae,turicibacter
1278,1687,242,turicibacter sanguinis,turicibacter
1279,84,243,erysipelotrichales,turicibacteraceae
1280,242,243,turicibacter,turicibacteraceae
1281,245,244,ligilactobacillus,lactoba cillus salivarius
1282,2949,245,lactobacillus apodemi,ligilactobacillus
1283,2825,245,lactobacillus saerimneri,ligilactobacillus
1284,2006,245,lactobacillus acidipiscis,ligilactobacillus
1285,1617,245,ligilactobacillus aviarius,ligilactobacillus
1286,1605,245,lactobacillus agilis,ligilactobacillus
1287,1193,245,lactobacillus hayakitensis,ligilactobacillus
1288,1119,245,ligilactobacillus animalis,ligilactobacillus
1289,512,245,lactobacillus ruminis,ligilactobacillus
1290,457,245,lactobacillus murinus,ligilactobacillus
1291,51,245,lactobacillaceae,ligilactobacillus
1292,244,245,lactoba cillus salivarius,ligilactobacillus
1293,52,246,bifidobacteria,bifidobacterium bifidum
1294,50,247,lactobacillus,lactobacillus acidophilus w37 lactobacillus brevis w63
1295,52,248,bifidobacteria,bifidobacterium longum
1296,250,249,olsenella,lactobacilli
1297,251,250,atopobiaceae,olsenella
1298,249,250,lactobacilli,olsenella
1299,3360,250,olsenella profusa,olsenella
1300,2712,251,parolsenella,atopobiaceae
1301,518,251,fannyhessea,atopobiaceae
1302,511,251,lancefieldella,atopobiaceae
1303,318,251,atopobium,atopobiaceae
1304,233,251,coriobacteriales,atopobiaceae
1305,250,251,olsenella,atopobiaceae
1306,52,253,bifidobacteria,bifidobacterium adolescentis
1307,50,254,lactobacillus,lactobacillus helveticus
1308,256,255,tannerellaceae,parabacteroides
1309,334,255,parabacteroides merdae,parabacteroides
1310,2395,255,parabacteroides gordonii,parabacteroides
1311,1126,255,parabacteroides johnsonii,parabacteroides
1312,439,255,parabacteroides distasonis,parabacteroides
1313,642,255,parabacteroides goldsteinii,parabacteroides
1314,68,256,bacteroidales,tannerellaceae
1315,255,256,parabacteroides,tannerellaceae
1316,551,256,tannerella,tannerellaceae
1317,59,257,ruminococcaceae,ruminiclostridium
1318,1355,257,clostridium cellobioparum,ruminiclostridium
1319,3055,257,clostridium papyrosolvens,ruminiclostridium
1320,35,258,streptococcus,streptococcus mutans
1321,35,259,streptococcus,streptococcus sobrinus
1322,261,260,unclassified actinomyces,actinomyces spp
1323,180,261,actinomyces,unclassified actinomyces
1324,260,261,actinomyces spp,unclassified actinomyces
1325,101,262,moraxellaceae,moraxella
1326,264,262,moraxella catarrhali,moraxella
1327,3388,262,salmonella liquefaciens,moraxella
1328,3359,262,moraxella pluranimalium,moraxella
1329,2948,262,moraxella lincolnii,moraxella
1330,2836,262,moraxella ovis,moraxella
1331,2262,262,moraxella nonliquefaciens,moraxella
1332,2220,262,moraxella bovoculi,moraxella
1333,2218,262,moraxella cuniculi,moraxella
1334,2217,262,moraxella caprae,moraxella
1335,1837,262,moraxella osloensis,moraxella
1336,1155,262,moraxella bovis,moraxella
1337,169,263,haemophilus,haemophilu influenza
1338,262,264,moraxella,moraxella catarrhali
1339,266,265,xanthomonadaceae,stenotrophomonas
1340,270,265,stenotrophomonas maltophilia group,stenotrophomonas
1341,3203,265,stenotrophomonas humi,stenotrophomonas
1342,2899,265,stenotrophomonas chelatiphaga,stenotrophomonas
1343,2852,265,stenotrophomonas pavanii,stenotrophomonas
1344,1637,265,stenotrophomonas rhizophila,stenotrophomonas
1345,267,266,xanthomonadales,xanthomonadaceae
1346,265,266,stenotrophomonas,xanthomonadaceae
1347,1204,266,xanthomonas,xanthomonadaceae
1348,1832,266,xylella,xanthomonadaceae
1349,1924,266,lysobacter,xanthomonadaceae
1350,2240,266,pseudoxanthomonas,xanthomonadaceae
1351,2587,266,vulcaniibacterium,xanthomonadaceae
1352,2662,266,thermomonas,xanthomonadaceae
1353,3022,266,luteimonas,xanthomonadaceae
1354,3167,266,xanthomonadaceae incertae sedis,xanthomonadaceae
1355,1450,267,rhodanobacteraceae,xanthomonadales
1356,33,267,gammaproteobacteria,xanthomonadales
1357,266,267,xanthomonadaceae,xanthomonadales
1358,35,268,streptococcus,streptococcus milleri
1359,270,269,stenotrophomonas maltophilia group,stenotrophomonas maltophilia
1360,265,270,stenotrophomonas,stenotrophomonas maltophilia group
1361,269,270,stenotrophomonas maltophilia,stenotrophomonas maltophilia group
1362,272,271,porphyromonadaceae,porphyromonas
1363,371,271,porphyromonas endodontalis,porphyromonas
1364,3169,271,porphyromonas crevioricanis,porphyromonas
1365,3018,271,porphyromonas circumdentaria,porphyromonas
1366,2814,271,porphyromonas canis,porphyromonas
1367,2702,271,porphyromonas macacae,porphyromonas
1368,2613,271,porphyromonas bennonis,porphyromonas
1369,2422,271,porphyromonas cangingivalis,porphyromonas
1370,1975,271,porphyromonas gulae,porphyromonas
1371,1905,271,porphyromonas somerae,porphyromonas
1372,1848,271,porphyromonas levii,porphyromonas
1373,1779,271,porphyromonas pasteri,porphyromonas
1374,381,271,porphyromonas gingivalis,porphyromonas
1375,650,271,porphyromonas catoniae,porphyromonas
1376,735,271,porphyromonas asaccharolytica,porphyromonas
1377,737,271,porphyromonas uenonis,porphyromonas
1378,68,272,bacteroidales,porphyromonadaceae
1379,271,272,porphyromonas,porphyromonadaceae
1380,2489,272,sanguibacteroides,porphyromonadaceae
1381,1921,272,macellibacteroides,porphyromonadaceae
1382,274,273,flavobacteriaceae,capnocytophaga
1383,674,273,capnocytophaga canimorsus,capnocytophaga
1384,3310,273,capnocytophaga haemolytica,capnocytophaga
1385,2798,273,capnocytophaga cynodegmi canine,capnocytophaga
1386,2156,273,capnocytophaga sputigena,capnocytophaga
1387,823,273,capnocytophaga leadbetteri,capnocytophaga
1388,1026,273,capnocytophaga gingivalis,capnocytophaga
1389,1243,273,capnocytophaga granulosa,capnocytophaga
1390,1377,273,capnocytophaga ochracea,capnocytophaga
1391,275,274,flavobacteriales,flavobacteriaceae
1392,273,274,capnocytophaga,flavobacteriaceae
1393,3264,274,lutibacter,flavobacteriaceae
1394,3008,274,gelidibacter,flavobacteriaceae
1395,504,274,unclassified flavobacteriaceae,flavobacteriaceae
1396,1047,274,flavobacterium,flavobacteriaceae
1397,1265,274,tenacibaculum,flavobacteriaceae
1398,1464,274,myroides,flavobacteriaceae
1399,1809,274,polaribacter,flavobacteriaceae
1400,2918,274,zobellia,flavobacteriaceae
1401,3176,275,blattabacteriaceae,flavobacteriales
1402,3122,275,cryomorphaceae,flavobacteriales
1403,2258,275,crocinitomicaceae,flavobacteriales
1404,567,275,weeksellaceae,flavobacteriales
1405,276,275,flavobacteriia,flavobacteriales
1406,274,275,flavobacteriaceae,flavobacteriales
1407,70,276,bacteroidota,flavobacteriia
1408,275,276,flavobacteriales,flavobacteriia
1409,170,277,pasteurellaceae,aggregatibacter
1410,463,277,actinomycetemcomitans fusobacterium,aggregatibacter
1411,1806,277,aggregatibacter aphrophilus,aggregatibacter
1412,1638,277,aggregatibacter segnis,aggregatibacter
1413,279,278,oxalobacteraceae,herbaspirillum
1414,3087,278,herbaspirillum huttiense,herbaspirillum
1415,157,279,burkholderiales,oxalobacteraceae
1416,278,279,herbaspirillum,oxalobacteraceae
1417,3189,279,collimonas,oxalobacteraceae
1418,1012,279,oxalobacter,oxalobacteraceae
1419,1626,279,janthinobacterium,oxalobacteraceae
1420,1650,279,undibacterium,oxalobacteraceae
1421,2293,279,noviherbaspirillum,oxalobacteraceae
1422,222,280,comamonadaceae,acidovorax
1423,1865,280,acidovorax delafieldii,acidovorax
1424,2232,280,acidovorax temporans,acidovorax
1425,282,281,legionellaceae,legionella
1426,853,281,legionella bozemanii,legionella
1427,2896,281,legionella tucsonensis,legionella
1428,2622,281,legionella longbeachae,legionella
1429,869,281,legionella pneumophilia,legionella
1430,3046,282,fluoribacter,legionellaceae
1431,283,282,legionellales,legionellaceae
1432,281,282,legionella,legionellaceae
1433,947,283,coxiellaceae,legionellales
1434,33,283,gammaproteobacteria,legionellales
1435,282,283,legionellaceae,legionellales
1436,285,284,thermaceae,thermus
1437,2706,284,thermus scotoductus,thermus
1438,286,285,thermales,thermaceae
1439,284,285,thermus,thermaceae
1440,287,286,deinococci,thermales
1441,285,286,thermaceae,thermales
1442,1066,287,deinococcales,deinococci
1443,288,287,deinococcota,deinococci
1444,286,287,thermales,deinococci
1445,22,288,terrabacteria group,deinococcota
1446,287,288,deinococci,deinococcota
1447,290,289,streptococcus anginosus group,streptococcu intermedius
1448,1180,290,streptococcus constellatus,streptococcus anginosus group
1449,734,290,streptococcus anginosus,streptococcus anginosus group
1450,35,290,streptococcus,streptococcus anginosus group
1451,289,290,streptococcu intermedius,streptococcus anginosus group
1452,35,291,streptococcus,streptococcus viridans
1453,121,292,aerococcaceae,abiotrophia
1454,1886,292,abiotrophia defectiva,abiotrophia
1455,100,293,acinetobacter,acinetobacter junii
1456,295,294,vibrio,vibrio cholerae
1457,3387,294,cholerae o1,vibrio cholerae
1458,296,295,vibrionaceae,vibrio
1459,294,295,vibrio cholerae,vibrio
1460,3398,295,vibrio hibernica,vibrio
1461,3397,295,vibrio gallaecicus,vibrio
1462,3396,295,vibrio scophthalmi,vibrio
1463,3395,295,vibrio litoralis,vibrio
1464,2962,295,vibrio metschnikovii,vibrio
1465,2833,295,vibrio ordalii,vibrio
1466,2549,295,vibrio aestuarianus,vibrio
1467,2512,295,vibrio coralliilyticus,vibrio
1468,2347,295,vibrio splendidus,vibrio
1469,2244,295,vibrio diazotrophicus,vibrio
1470,2227,295,vibrio furnissii,vibrio
1471,2222,295,vibrio shilonii,vibrio
1472,350,295,vibrio harveyi group,vibrio
1473,459,295,vibrio vulnificus,vibrio
1474,837,295,vibrio anguillarum,vibrio
1475,1604,295,vibrio fluvialis 2,vibrio
1476,1653,295,vibrio tasmaniensis,vibrio
1477,2467,296,catenococcus,vibrionaceae
1478,2076,296,grimontia,vibrionaceae
1479,1443,296,photobacterium species,vibrionaceae
1480,1275,296,aliivibrio,vibrionaceae
1481,297,296,vibrionales,vibrionaceae
1482,295,296,vibrio,vibrionaceae
1483,33,297,gammaproteobacteria,vibrionales
1484,296,297,vibrionaceae,vibrionales
1485,35,299,streptococcus,s salivarius
1486,301,300,bacillus subtilis group,bacillus subtilis
1487,2064,300,bacillus subtilis subsp.,bacillus subtilis
1488,3073,301,bacillus paralicheniformis,bacillus subtilis group
1489,1270,301,bacillus amyloliquefaciens group,bacillus subtilis group
1490,643,301,bacillus licheniformis,bacillus subtilis group
1491,300,301,bacillus subtilis,bacillus subtilis group
1492,176,302,bacillales,bacillaceae
1493,516,302,anaerobacillus,bacillaceae
1494,3386,302,gottfriedia,bacillaceae
1495,3322,302,parageobacillus,bacillaceae
1496,3040,302,heyndrickxia,bacillaceae
1497,666,302,geobacillus,bacillaceae
1498,887,302,anoxybacillus,bacillaceae
1499,973,302,virgibacillus,bacillaceae
1500,1060,302,oceanobacillus,bacillaceae
1501,1375,302,neobacillus,bacillaceae
1502,1453,302,massilibacterium,bacillaceae
1503,1455,302,ornithinibacillus,bacillaceae
1504,1947,302,caldibacillus,bacillaceae
1505,2125,302,lysinibacillus,bacillaceae
1506,2277,302,sutcliffiella,bacillaceae
1507,2427,302,alkalihalobacillus,bacillaceae
1508,2518,302,cytobacillus,bacillaceae
1509,2592,302,priestia,bacillaceae
1510,2607,302,aeribacillus,bacillaceae
1511,2738,302,psychrobacillus,bacillaceae
1512,2787,302,terribacillus,bacillaceae
1513,226,303,lactobacillus rhamnosus,lactobacillus rhamnosus gg
1514,35,304,streptococcus,streptococcus pneumoniae
1515,306,305,listeriaceae,1 listeria
1516,534,305,listeria monocytogenes,1 listeria
1517,3267,305,listeria fleischmannii,1 listeria
1518,2572,305,listeria ivanovii,1 listeria
1519,2278,306,brochothrix,listeriaceae
1520,176,306,bacillales,listeriaceae
1521,305,306,1 listeria,listeriaceae
1522,68,307,bacteroidales,muribaculaceae
1523,1025,307,muribaculum,muribaculaceae
1524,3162,307,unclassified muribaculaceae,muribaculaceae
1525,1989,307,paramuribaculum,muribaculaceae
1526,1323,307,duncaniella,muribaculaceae
1527,235,308,christensenella,christensenella minuta
1528,66,309,bacteroides,bacteroides xylanisolvens
1529,66,310,bacteroides,bacteroides fragilis
1530,312,311,fusobacterium necrophorum,necrophorum
1531,72,312,fusobacterium,fusobacterium necrophorum
1532,311,312,necrophorum,fusobacterium necrophorum
1533,314,313,helicobacter,helicobacter pylori
1534,315,314,helicobacteraceae,helicobacter
1535,313,314,helicobacter pylori,helicobacter
1536,3315,314,flexispira rappini,helicobacter
1537,3205,314,helicobacter aurati,helicobacter
1538,3064,314,helicobacter marmotae,helicobacter
1539,2872,314,helicobacter mustelae,helicobacter
1540,2679,314,helicobacter mesocricetorum,helicobacter
1541,2678,314,helicobacter apodemus,helicobacter
1542,2516,314,helicobacter mastomyrinus,helicobacter
1543,2511,314,helicobacter japonicum,helicobacter
1544,2359,314,helicobacter pullorum,helicobacter
1545,2315,314,helicobacter rodentium,helicobacter
1546,2250,314,helicobacter cinaedi,helicobacter
1547,2144,314,helicobacter ganmani,helicobacter
1548,1978,314,helicobacter cetorum,helicobacter
1549,1872,314,helicobacter muridarum,helicobacter
1550,1548,314,helicobacter winghamensis,helicobacter
1551,1496,314,helicobacter felis,helicobacter
1552,1435,314,helicobacter bilis,helicobacter
1553,1350,314,helicobacter suis,helicobacter
1554,1276,314,helicobacter macacae,helicobacter
1555,1096,314,helicobacter trogontum,helicobacter
1556,1076,314,helicobacter typhlonius,helicobacter
1557,380,314,helicobacter hepaticus,helicobacter
1558,647,314,helicobacter saguini,helicobacter
1559,147,315,campylobacterales,helicobacteraceae
1560,1903,315,flexispira,helicobacteraceae
1561,2019,315,wolinella,helicobacteraceae
1562,314,315,helicobacter,helicobacteraceae
1563,35,316,streptococcus,streptococcus gallolyticus
1564,1194,316,abstract streptococcus gallolyticus subspecies gallolyticus,streptococcus gallolyticus
1565,66,317,bacteroides,bacteroides acidifaciens
1566,251,318,atopobiaceae,atopobium
1567,2406,318,unclassified atopobium,atopobium
1568,2561,318,atopobium deltae,atopobium
1569,321,320,corynebacteriaceae,corynebacterium
1570,721,320,corynebacterium minutissimum,corynebacterium
1571,3394,320,corynebacterium renale,corynebacterium
1572,3342,320,corynebacterium confusum,corynebacterium
1573,3337,320,corynebacterium argentoratense,corynebacterium
1574,3333,320,corynebacterium freiburgense,corynebacterium
1575,3224,320,corynebacterium pyruviciproducens,corynebacterium
1576,3198,320,corynebacterium variabile,corynebacterium
1577,3197,320,corynebacterium imitans,corynebacterium
1578,3193,320,corynebacterium lipophiloflavum,corynebacterium
1579,3170,320,corynebacterium frankenforstense,corynebacterium
1580,3144,320,corynebacterium kutscheri,corynebacterium
1581,3137,320,corynebacterium sanguinis,corynebacterium
1582,3108,320,corynebacterium simulans,corynebacterium
1583,2986,320,corynebacterium accolens skin,corynebacterium
1584,2873,320,corynebacterium urinipleomorphum,corynebacterium
1585,2720,320,corynebacterium macginleyi,corynebacterium
1586,2714,320,corynebacterium afermentans,corynebacterium
1587,2358,320,corynebacterium aurimucosum,corynebacterium
1588,2354,320,corynebacterium pseudotuberculosis,corynebacterium
1589,2351,320,corynebacterium camporealensis,corynebacterium
1590,2274,320,corynebacterium pilosum,corynebacterium
1591,2243,320,corynebacterium suicordis,corynebacterium
1592,2197,320,corynebacterium ulcerans,corynebacterium
1593,2131,320,corynebacterium segmentosum,corynebacterium
1594,2101,320,corynebacterium amycolatum,corynebacterium
1595,2089,320,corynebacterium kroppenstedtii,corynebacterium
1596,2048,320,corynebacterium sundsvallense,corynebacterium
1597,2047,320,corynebacterium jeikeium,corynebacterium
1598,1974,320,corynebacterium mastitidis,corynebacterium
1599,1945,320,corynebacterium durum,corynebacterium
1600,1906,320,brevibacterium stationis,corynebacterium
1601,1714,320,corynebacterium propinquum,corynebacterium
1602,1708,320,unclassified corynebacterium,corynebacterium
1603,1647,320,corynebacterium urealyticum,corynebacterium
1604,1547,320,nondiphtheria corynebacteria,corynebacterium
1605,1475,320,brevibacterium lactofermentum,corynebacterium
1606,1466,320,corynebacterium pseudodiphtheriticum,corynebacterium
1607,1441,320,corynebacterium glucuronolyticum,corynebacterium
1608,1414,320,turicella otitidis,corynebacterium
1609,1372,320,corynebacterium canis,corynebacterium
1610,1297,320,corynebacterium bovis,corynebacterium
1611,1264,320,corynebacterium xerosis,corynebacterium
1612,1245,320,corynebacterium striatum,corynebacterium
1613,1111,320,corynebacterium tuberculostearicum,corynebacterium
1614,1104,320,corynebacterium matruchotii,corynebacterium
1615,943,320,genitalium bacterium,corynebacterium
1616,114,321,mycobacteriales,corynebacteriaceae
1617,320,321,corynebacterium,corynebacteriaceae
1618,1875,321,unclassified corynebacteriaceae,corynebacteriaceae
1619,324,323,unclassified streptococcus,streptococcus species
1620,2652,324,streptococcus a12,unclassified streptococcus
1621,2453,324,streptococcus 45,unclassified streptococcus
1622,35,324,streptococcus,unclassified streptococcus
1623,323,324,streptococcus species,unclassified streptococcus
1624,77,325,prevotella,veroralis
1625,223,327,lactococccus,lactococcus lactis
1626,357,327,lactis,lactococcus lactis
1627,35,328,streptococcus,streptococcus thermophilus
