id,cui_orig,cui_target,name_orig,name_target
1734,C1078763,C3984549,anaerococcus,peptoniphilaceae
1735,C4147887,C3984549,tissierellales,peptoniphilaceae
1736,C2315308,C3984549,parvimonas,peptoniphilaceae
1737,C4614226,C4147887,gottschalkiaceae,tissierellales
1738,C4147886,C4147887,tissierellaceae,tissierellales
1739,C4147888,C4147887,tissierellia,tissierellales
1740,C3984549,C4147887,peptoniphilaceae,tissierellales
1741,C4147885,C4147888,tissierellia incertae sedis,tissierellia
1742,C1254144,C4147888,bacillota,tissierellia
1743,C4147887,C4147888,tissierellales,tissierellia
1744,C0206347,C0314937,porphyromonas,porphyromonas endodontalis
1745,C0040837,C1015801,treponema,treponema maltophilum
1746,C5575106,C0040837,treponemataceae,treponema
1747,C1015801,C0040837,treponema maltophilum,treponema
1748,C0318230,C0040837,treponema succinifaciens,treponema
1749,C1889479,C0040837,treponema pedis,treponema
1750,C0318215,C0040837,treponema phagedenis,treponema
1751,C1682415,C0040837,treponema berlinense,treponema
1752,C0318238,C0040837,treponema saccharophilum,treponema
1753,C1231442,C0040837,treponema putidum,treponema
1754,C1067048,C0040837,treponema parvum,treponema
1755,C1020693,C0040837,treponema medium,treponema
1756,C1021817,C0040837,treponema amylovorum,treponema
1757,C0459520,C0040837,treponema vincentii,treponema
1758,C1017370,C0040837,treponema lecithinolyticum,treponema
1759,C0318234,C0040837,treponema socranskii,treponema
1760,C0318222,C0040837,treponema denticola,treponema
1761,C0040840,C0040837,treponema pallidum,treponema
1762,C0318231,C0040837,treponema pectinovorum,treponema
1763,C0040837,C5575106,treponema,treponemataceae
1764,C1210566,C0015146,eubacteriaceae,eubacterium
1765,C0317480,C0015146,eubacterium ruminantium,eubacterium
1766,C0317506,C0015146,eubacterium plexicaudatum ↓(g*),eubacterium
1767,C0445957,C0015146,eubacterium callanderi,eubacterium
1768,C0317511,C0015146,eubacterium xylanophilum,eubacterium
1769,C0317518,C0015146,eubacterium oxidoreducens,eubacterium
1770,C1265182,C0015146,eubacterium coprostanoligenes,eubacterium
1771,C0317479,C0015146,eubacterium limosum,eubacterium
1772,C0317484,C0015146,eubacterium ventriosum,eubacterium
1773,C0317500,C0015146,eubacterium ramulus,eubacterium
1774,C1210563,C1210566,eubacteriales,eubacteriaceae
1775,C0015146,C1210566,eubacterium,eubacteriaceae
1776,C1004799,C1210566,cetobacterium spp,eubacteriaceae
1777,C1224469,C1210566,unclassified eubacteriaceae,eubacteriaceae
1778,C1053757,C1210566,pseudoramibacter,eubacteriaceae
1779,C1018470,C1210577,negativibacillus genus,paenibacilaceae genera
1780,C1011299,C1210577,paenibacillus,paenibacilaceae genera
1781,C1456435,C1210577,bacillales,paenibacilaceae genera
1782,C0085508,C1003868,helicobacter,helicobacter hepaticus
1783,C0206347,C0085478,porphyromonas,porphyromonas gingivalis
1784,C0027571,C0317888,neisseria,neisseria elongata
1785,C0038402,C0318146,streptococcus,streptococcus mitis
1786,C1056201,C0445673,granulicatella,granulicatella adiacens
1787,C1210583,C1056201,carnobacteriaceae,granulicatella
1788,C0445673,C1056201,granulicatella adiacens,granulicatella
1789,C1066640,C1056201,granulicatella elegans,granulicatella
1790,C1190703,C1210583,isobaculum,carnobacteriaceae
1791,C1066005,C1210583,atopobacter,carnobacteriaceae
1792,C2672980,C1210583,lacticigenium,carnobacteriaceae
1793,C1035675,C1210583,trichococcus,carnobacteriaceae
1794,C1080736,C1210583,alloiococcus,carnobacteriaceae
1795,C1002615,C1210583,dolosigranulum,carnobacteriaceae
1796,C0996228,C1210583,carnobacterium,carnobacteriaceae
1797,C1503411,C1210583,atopostipes,carnobacteriaceae
1798,C1210581,C1210583,lactobacillales,carnobacteriaceae
1799,C1056201,C1210583,granulicatella,carnobacteriaceae
1800,C3423284,C0348061,leptotrichiaceae,leptotrichia
1801,C0317707,C0348061,leptotrichia buccalis,leptotrichia
1802,C3716045,C0348061,leptotrichia hongkongensis,leptotrichia
1803,C1188215,C0348061,leptotrichia trevisanii,leptotrichia
1804,C1458603,C0348061,leptotrichia hofstadii,leptotrichia
1805,C1458604,C0348061,leptotrichia shahii,leptotrichia
1806,C2316264,C0348061,leptotrichia wadei,leptotrichia
1807,C4125970,C3423284,caviibacter,leptotrichiaceae
1808,C5657674,C3423284,pseudostreptobacillus,leptotrichiaceae
1809,C4371821,C3423284,oceanivirga,leptotrichiaceae
1810,C5469389,C3423284,pseudoleptotrichia,leptotrichiaceae
1811,C1079817,C3423284,sneathia,leptotrichiaceae
1812,C0038393,C3423284,streptobacillus,leptotrichiaceae
1813,C2268197,C3423284,fusobacteriales,leptotrichiaceae
1814,C0348061,C3423284,leptotrichia,leptotrichiaceae
1815,C0038402,C0085496,streptococcus,streptococcus bovis
1816,C0030967,C1622989,peptostreptococcus,peptostreptococcus anaerobius
1817,C1210565,C0030967,peptostreptococcaceae,peptostreptococcus
1818,C1622989,C0030967,peptostreptococcus anaerobius,peptostreptococcus
1819,C3557057,C0030967,peptostreptococcus russellii,peptostreptococcus
1820,C1627003,C0030967,peptostreptococcus stomatis,peptostreptococcus
1821,C0030967,C1210565,peptostreptococcus,peptostreptococcaceae
1822,C5537645,C1210565,unclassified peptostreptococcaceae,peptostreptococcaceae
1823,C3946030,C1210565,terrisporobacter,peptostreptococcaceae
1824,C3943030,C1210565,romboutsia,peptostreptococcaceae
1825,C4406271,C1210565,clostridioides,peptostreptococcaceae
1826,C4391448,C1210565,paraclostridium,peptostreptococcaceae
1827,C3946031,C1210565,intestinibacter,peptostreptococcaceae
1828,C4391452,C1210565,paeniclostridium,peptostreptococcaceae
1829,C5466715,C1210565,peptacetobacter,peptostreptococcaceae
1830,C1001897,C0995400,fibrobacter intestinalis,fibrobacter
1831,C0314934,C0995400,fibrobacter succinogenes,fibrobacter
1832,C1222991,C0995400,fibrobacteraceae,fibrobacter
1833,C1230265,C1222991,fibrobacterales,fibrobacteraceae
1834,C0995400,C1222991,fibrobacter,fibrobacteraceae
1835,C1222990,C1230265,fibrobacteria,fibrobacterales
1836,C1222991,C1230265,fibrobacteraceae,fibrobacterales
1837,C1025582,C1222990,fibrobacterota,fibrobacteria
1838,C1230265,C1222990,fibrobacterales,fibrobacteria
1839,C1222990,C1025582,fibrobacteria,fibrobacterota
1840,C1275777,C0036126,salmonella enterica subsp. enterica,salmonella typhimurium
1841,C0445750,C1275777,salmonella enterica,salmonella enterica subsp. enterica
1842,C0036126,C1275777,salmonella typhimurium,salmonella enterica subsp. enterica
1843,C0022938,C0317620,lactobacillus,lactobacillus gasseri
1844,C5466534,C0317603,limosilactobacillus,lactobacillus fermentum
1845,C1081978,C5466534,lactobacillus pontis,limosilactobacillus
1846,C1013325,C5466534,lactobacillus panis,limosilactobacillus
1847,C2274021,C5466534,lactobacillus equigenerosi,limosilactobacillus
1848,C0317650,C5466534,lactobacillus oris,limosilactobacillus
1849,C1234583,C5466534,lactobacillus antri,limosilactobacillus
1850,C1206588,C5466534,lactobacillus coleohominis,limosilactobacillus
1851,C1234582,C5466534,lactobacillus gastricus,limosilactobacillus
1852,C0445725,C5466534,vaginal lactobacillus,limosilactobacillus
1853,C1191943,C5466534,lactobacillus ingluviei,limosilactobacillus
1854,C1088279,C5466534,lactobacillus frumenti,limosilactobacillus
1855,C1044637,C5466534,lactobacillus mucosae,limosilactobacillus
1856,C0022937,C5466534,lactobacillaceae,limosilactobacillus
1857,C0317603,C5466534,lactobacillus fermentum,limosilactobacillus
1858,C0006813,C0006819,campylobacter,campylobacter jejuni
1859,C5310818,C1265210,unclassified lactobacillus,lactobacillus sp
1860,C2778635,C5310818,lactobacillus s16,unclassified lactobacillus
1861,C1642163,C5310818,lactobacillus l01,unclassified lactobacillus
1862,C1087631,C5310818,lactobacillus asf360,unclassified lactobacillus
1863,C4010163,C5310818,lactobacillus 5,unclassified lactobacillus
1864,C0022938,C5310818,lactobacillus,unclassified lactobacillus
1865,C1265210,C5310818,lactobacillus sp,unclassified lactobacillus
1866,C5466534,C1044637,limosilactobacillus,lactobacillus mucosae
1867,C0085522,C0995874,methanobacteriaceae,methanobrevibacter
1868,C2271938,C0995874,methanobrevibacter millerae,methanobrevibacter
1869,C1036294,C0995874,methanobrevibacter ruminantium,methanobrevibacter
1870,C0085521,C0085522,methanobacteriales,methanobacteriaceae
1871,C0995874,C0085522,methanobrevibacter,methanobacteriaceae
1872,C0025621,C0085521,methanobacteria,methanobacteriales
1873,C0085522,C0085521,methanobacteriaceae,methanobacteriales
1874,C4885682,C0025621,methanomada group,methanobacteria
1875,C0085521,C0025621,methanobacteriales,methanobacteria
1876,C0524822,C4885682,euryarchaeota,methanomada group
1877,C0025621,C4885682,methanobacteria,methanomada group
1878,C0003732,C0524822,archaea,euryarchaeota
1879,C4885682,C0524822,methanomada group,euryarchaeota
1880,C2746012,C0003732,cellular organisms,archaea
1881,C0524822,C0003732,euryarchaeota,archaea
1882,C5469833,C1080735,lacticaseibacillus,paracasei
1883,C0025964,C0025966,micrococcaceae,enterococci
1884,C0085493,C0025966,micrococcus luteus,enterococci
1885,C2766719,C0025966,micrococcus yunnanensis,enterococci
1886,C1224225,C1049210,anaerostipes,anaerostipes caccae
1887,C1210564,C1224225,lachnospiraceae,anaerostipes
1888,C1049210,C1224225,anaerostipes caccae,anaerostipes
1889,C3591104,C1224225,anaerostipes rhamnosivorans,anaerostipes
1890,C0317499,C1224225,anaerostipes hadrus,anaerostipes
1891,C2992928,C1224225,anaerostipes butyraticus,anaerostipes
1892,C1080715,C0001930,alcaligenaceae,alcaligenes
1893,C0314840,C0001930,alcaligenes faecalis,alcaligenes
1894,C1034478,C1080715,burkholderiales,alcaligenaceae
1895,C0001930,C1080715,alcaligenes,alcaligenaceae
1896,C0318204,C1080715,taylorella,alcaligenaceae
1897,C4319271,C1080715,verticiella,alcaligenaceae
1898,C0001084,C1080715,achromobacter,alcaligenaceae
1899,C0006013,C1080715,bordetella,alcaligenaceae
1900,C0317921,C1080715,oligella,alcaligenaceae
1901,C3401912,C1080715,paenalcaligenes,alcaligenaceae
1902,C1827314,C1080715,castellaniella,alcaligenaceae
1903,C0001084,C0314845,achromobacter,alcaligenes xylosoxidans
1904,C1080715,C0001084,alcaligenaceae,achromobacter
1905,C0544166,C0001084,achromobacter ruhlandii,achromobacter
1906,C2294183,C0001084,achromobacter marplatensis,achromobacter
1907,C0314843,C0001084,alcaligenes piechaudii,achromobacter
1908,C3767455,C0001084,achromobacter pulmonis,achromobacter
1909,C3728585,C0001084,achromobacter dolens,achromobacter
1910,C3749763,C0001084,achromobacter deleyi,achromobacter
1911,C0314845,C0001084,alcaligenes xylosoxidans,achromobacter
1912,C1210564,C3946488,lachnospiraceae,tyzzerella
1913,C0315150,C3946488,clostridium colinum,tyzzerella
1914,C0314919,C3946488,clostridium piliforme,tyzzerella
1915,C1062146,C4151861,erysipelotrichaceae,faecalibaculum
1916,C4167166,C4151861,faecalibaculum rodentium,faecalibaculum
1917,C3986448,C0317519,holdemanella,holdemanella biformis
1918,C1062146,C3986448,erysipelotrichaceae,holdemanella
1919,C0317519,C3986448,holdemanella biformis,holdemanella
1920,C0033697,C0033701,proteus,proteus mirabilis
1921,C4133639,C0317478,agathobacter,eubacterium rectale
1922,C1210564,C4133639,lachnospiraceae,agathobacter
1923,C0317478,C4133639,eubacterium rectale,agathobacter
1924,C4162622,C4133639,agathobacter ruminis,agathobacter
1925,C0162785,C0162786,brachyspira,brachyspira hyodysenteriae
1926,C0004611,C2309303,bacteria,synergistetes
1927,C2783115,C2309303,synergistia,synergistetes
1928,C0022938,C0317588,lactobacillus,lactobacillus delbrueckii
1929,C0317590,C0317588,lactobacillus lactis,lactobacillus delbrueckii
1930,C1927848,C0314922,parabacteroides,parabacteroides distasonis
1931,C4147885,C3990594,tissierellia incertae sedis,ezakiella
1932,C4147888,C4147885,tissierellia,tissierellia incertae sedis
1933,C3990594,C4147885,ezakiella,tissierellia incertae sedis
1934,C0242946,C0445944,prevotella,prevotella nigrescens
1935,C1047126,C0317491,collinsella,collinsella aerofaciens
1936,C0242946,C2620631,prevotella,prevotella histicola
1937,C1232678,C1041742,burkholderiales genera incertae sedis,aquabacterium
1938,C1017806,C1232678,xylophilus,burkholderiales genera incertae sedis
1939,C1054170,C1232678,tepidimonas,burkholderiales genera incertae sedis
1940,C1003865,C1232678,thiomonas,burkholderiales genera incertae sedis
1941,C1034478,C1232678,burkholderiales,burkholderiales genera incertae sedis
1942,C1041742,C1232678,aquabacterium,burkholderiales genera incertae sedis
1943,C0022938,C3577591,lactobacillus,lactobacillus hominis
1944,C4185541,C0445653,pediococcus acidilactici group,pediococcus acidilactici ce51
1945,C0030762,C4185541,pediococcus,pediococcus acidilactici group
1946,C0445653,C4185541,pediococcus acidilactici ce51,pediococcus acidilactici group
1947,C0022937,C0030762,lactobacillaceae,pediococcus
1948,C4185541,C0030762,pediococcus acidilactici group,pediococcus
1949,C0445656,C0030762,pediococcus pentosaceus,pediococcus
1950,C0445659,C0030762,pediococcus parvulus,pediococcus
1951,C1472597,C0317966,pseudomonas syringae group genomosp. 1,pseudomonas syringae
1952,C1066174,C1472597,pseudomonas syringae group,pseudomonas syringae group genomosp. 1
1953,C0317966,C1472597,pseudomonas syringae,pseudomonas syringae group genomosp. 1
1954,C0317992,C1066174,pseudomonas fuscovaginae,pseudomonas syringae group
1955,C1187712,C1066174,pseudomonas cannabina,pseudomonas syringae group
1956,C1472600,C1066174,pseudomonas syringae group genomosp. 2,pseudomonas syringae group
1957,C0317993,C1066174,pseudomonas viridiflava,pseudomonas syringae group
1958,C0033808,C1066174,pseudomonas,pseudomonas syringae group
1959,C1472597,C1066174,pseudomonas syringae group genomosp. 1,pseudomonas syringae group
1960,C1038168,C0004590,bacillus cereus group,bacillus cereus
1961,C0314899,C1038168,bacillus mycoides,bacillus cereus group
1962,C3715367,C1038168,bacillus toyonensis,bacillus cereus group
1963,C0004597,C1038168,bacillus thuringiensis,bacillus cereus group
1964,C0004589,C1038168,bacillus anthracis,bacillus cereus group
1965,C0004590,C1038168,bacillus cereus,bacillus cereus group
1966,C5471203,C0317627,ligilactobacillus,lactobacillus murinus
1967,C0022938,C1191795,lactobacillus,lactobacillus iners
1968,C0042628,C0318256,vibrio,vibrio vulnificus
1969,C0038402,C0038411,streptococcus,streptococcus pyogenes
1970,C1210564,C1474809,lachnospiraceae,oribacterium
1971,C1488973,C1474809,oribacterium sinus,oribacterium
1972,C3943124,C1474809,oribacterium parvum,oribacterium
1973,C0038402,C0318174,streptococcus,streptococcus oralis
1974,C3795931,C0318174,streptococcus dentisani,streptococcus oralis
1975,C3385518,C0318174,streptococcus tigurinus,streptococcus oralis
1976,C1896186,C0085488,aggregatibacter,actinomycetemcomitans fusobacterium
1977,C0022937,C0023411,lactobacillaceae,leuconostoc pediococcus
1978,C0317708,C0023411,leuconostoc mesenteroides,leuconostoc pediococcus
1979,C0445651,C0023411,leuconostoc pseudomesenteroides,leuconostoc pediococcus
1980,C0445650,C0023411,leuconostoc citreum,leuconostoc pediococcus
1981,C0317712,C0023411,leuconostoc lactis,leuconostoc pediococcus
1982,C1078763,C0317948,anaerococcus,streptococcus prevotella
1983,C3984549,C1078763,peptoniphilaceae,anaerococcus
1984,C0317948,C1078763,streptococcus prevotella,anaerococcus
1985,C3330442,C1078763,anaerococcus provencensis,anaerococcus
1986,C0445998,C1078763,anaerococcus hydrogenalis,anaerococcus
1987,C1893016,C1078763,anaerococcus murdochii,anaerococcus
1988,C0446001,C1078763,anaerococcus vaginalis,anaerococcus
1989,C0016913,C1078763,anaerococcus tetradius,anaerococcus
1990,C0446000,C1078763,anaerococcus lactolyticus,anaerococcus
1991,C3622621,C1078763,anaerococcus obesiensis,anaerococcus
1992,C4429592,C0033750,morganellaceae,providencia spp
1993,C0315285,C0033750,providencia alcalifaciens,providencia spp
1994,C0315286,C0033750,providencia stuartii,providencia spp
1995,C0033475,C0033476,propionibacteriaceae,propionibacterium
1996,C2651883,C0033476,propionibacterium acidifaciens,propionibacterium
1997,C0317951,C0033476,propionibacterium freudenreichii,propionibacterium
1998,C1037108,C0033475,propionibacteriales,propionibacteriaceae
1999,C0033476,C0033475,propionibacterium,propionibacteriaceae
2000,C1002622,C0033475,microlunatus,propionibacteriaceae
2001,C4433919,C0033475,cutibacterium,propionibacteriaceae
2002,C1945507,C0033475,aestuariimicrobium,propionibacteriaceae
2003,C1222276,C0033475,propionimicrobium,propionibacteriaceae
2004,C4433918,C0033475,acidipropionibacterium,propionibacteriaceae
2005,C0445946,C1005848,bilophila,bilophila wadsworthia
2006,C1469746,C1469747,mucispirillum,mucispirillum schaedleri
2007,C0037964,C1469746,mucispirillaceae,mucispirillum
2008,C1469747,C1469746,mucispirillum schaedleri,mucispirillum
2009,C1214158,C0037964,deferribacterales,mucispirillaceae
2010,C1469746,C0037964,mucispirillum,mucispirillaceae
2011,C1214159,C1214158,deferribacteraceae,deferribacterales
2012,C1026914,C1214158,deferribacteres,deferribacterales
2013,C0037964,C1214158,mucispirillaceae,deferribacterales
2014,C1220823,C1026914,deferribacterota,deferribacteres
2015,C1214158,C1026914,deferribacterales,deferribacteres
2016,C0004611,C1220823,bacteria,deferribacterota
2017,C1026914,C1220823,deferribacteres,deferribacterota
2018,C4437671,C5476923,longibaculum,coprobacillaceae
2019,C3618670,C5476923,eggerthia,coprobacillaceae
2020,C1046489,C5476923,coprobacillus,coprobacillaceae
2021,C1065645,C5476923,catenibacterium,coprobacillaceae
2022,C5261972,C5476923,faecalibacillus,coprobacillaceae
2023,C2313595,C5476923,erysipelotrichales,coprobacillaceae
2024,C0006813,C0314945,campylobacter,campylobacter gracilis
2025,C1008539,C1230166,dialister,dialister invisus
2026,C0042447,C1008539,veillonellaceae,dialister
2027,C1230166,C1008539,dialister invisus,dialister
2028,C0314935,C1008539,dialister pneumosintes,dialister
2029,C2301532,C1008539,dialister succinatiphilus,dialister
2030,C1677945,C1008539,dialister micraerophilus,dialister
2031,C1037122,C1265234,unclassified mycobacteriaceae,ntm
2032,C0026907,C1037122,mycobacteriaceae,unclassified mycobacteriaceae
2033,C1265234,C1037122,ntm,unclassified mycobacteriaceae
2034,C4386157,C0317721,selenomonadaceae,megamonas
2035,C2278479,C0317721,megamonas funiformis,megamonas
2036,C2625509,C0317721,megamonas rupellensis,megamonas
2037,C0317722,C0317721,megamonas hypermegale,megamonas
2038,C5474580,C0041944,mycoplasmoidaceae,ureaplasma
2039,C0085501,C0041944,ureaplasma urealyticum,ureaplasma
2040,C0318239,C0041944,ureaplasma diversum,ureaplasma
2041,C1065064,C0041944,ureaplasma parvum,ureaplasma
2042,C5474581,C5474580,malacoplasma,mycoplasmoidaceae
2043,C0026938,C5474580,mycoplasmoides,mycoplasmoidaceae
2044,C5522406,C5474580,mycoplasmoidales,mycoplasmoidaceae
2045,C0041944,C5474580,ureaplasma,mycoplasmoidaceae
2046,C5648116,C5522406,metamycoplasmataceae,mycoplasmoidales
2047,C0026934,C5522406,mycoplasmatota,mycoplasmoidales
2048,C5474580,C5522406,mycoplasmoidaceae,mycoplasmoidales
2049,C0026938,C0026941,mycoplasmoides,mycoplasma pneumoniae
2050,C5474580,C0026938,mycoplasmoidaceae,mycoplasmoides
2051,C0026941,C0026938,mycoplasma pneumoniae,mycoplasmoides
2052,C0318074,C0318075,ruminococcus,ruminococcus flavefaciens
2053,C5471183,C0317638,lactiplantibacillus,lactobacillus pentosus
2054,C1022278,C5471183,lactobacillus paraplantarum,lactiplantibacillus
2055,C0022937,C5471183,lactobacillaceae,lactiplantibacillus
2056,C0317638,C5471183,lactobacillus pentosus,lactiplantibacillus
2057,C5471202,C0317604,levilactobacillus,lactobacillus brevis
2058,C0022937,C5471202,lactobacillaceae,levilactobacillus
2059,C0317604,C5471202,lactobacillus brevis,levilactobacillus
2060,C4393898,C2659813,odoribacteraceae,butyricimonas
2061,C2645571,C2659813,butyricimonas virosa,butyricimonas
2062,C3925609,C2659813,butyricimonas faecihominis,butyricimonas
2063,C2645570,C2659813,butyricimonas synergistica,butyricimonas
2064,C0318100,C0318101,sphingobacterium,sphingobacterium multivorum
2065,C1036778,C0318100,sphingobacteriaceae,sphingobacterium
2066,C0318101,C0318100,sphingobacterium multivorum,sphingobacterium
2067,C1901970,C1036778,mucilaginibacter,sphingobacteriaceae
2068,C1928656,C1036778,olivibacter genus,sphingobacteriaceae
2069,C1036779,C1036778,pedobacter,sphingobacteriaceae
2070,C0010831,C1036778,sphingobacteriales,sphingobacteriaceae
2071,C0318100,C1036778,sphingobacterium,sphingobacteriaceae
2072,C4092994,C0010831,filobacteriaceae,sphingobacteriales
2073,C1094922,C0010831,sphingobacteriia,sphingobacteriales
2074,C1036778,C0010831,sphingobacteriaceae,sphingobacteriales
2075,C0995456,C1094922,bacteroidota,sphingobacteriia
2076,C0010831,C1094922,sphingobacteriales,sphingobacteriia
2077,C1022799,C4406403,unclassified flavobacteriaceae,flavobacteriaceae bacterium
2078,C1014716,C1022799,flavobacteriaceae,unclassified flavobacteriaceae
2079,C4406403,C1022799,flavobacteriaceae bacterium,unclassified flavobacteriaceae
2080,C0036765,C0036766,serratia,marcescens
2081,C4429589,C0036765,yersiniaceae,serratia
2082,C0036766,C0036765,marcescens,serratia
2083,C0317448,C0036765,serratia plymuthica,serratia
2084,C0317446,C0036765,serratia rubidaea,serratia
2085,C1689325,C0036765,serratia symbiotica,serratia
2086,C1621532,C0036765,serratia proteamaculans,serratia
2087,C0317449,C0036765,serratia fonticola,serratia
2088,C1690804,C0036765,serratia ureilytica,serratia
2089,C0317445,C0036765,serratia liquefaciens,serratia
2090,C0317447,C0036765,serratia odorifera,serratia
2091,C1059410,C1047161,solobacterium,solobacterium moorei
2092,C1062146,C1059410,erysipelotrichaceae,solobacterium
2093,C1047161,C1059410,solobacterium moorei,solobacterium
2094,C5437982,C0318175,lancefieldella,atopobium parvulum
2095,C0445726,C5437982,atopobium rimae,lancefieldella
2096,C4104175,C5437982,atopobiaceae,lancefieldella
2097,C0318175,C5437982,atopobium parvulum,lancefieldella
2098,C5471203,C0317611,ligilactobacillus,lactobacillus ruminis
2099,C0005380,C0314992,bifidobacteria,bifidobacterium seudocatenulatum
2100,C1034493,C1034494,comamonadaceae,delftia
2101,C0315170,C1034494,delftia acidovorans sph 1,delftia
2102,C1458963,C1034494,delftia tsuruhatensis,delftia
2103,C0033475,C4433919,propionibacteriaceae,cutibacterium
2104,C0317957,C4433919,corynebacterium granulosum,cutibacterium
2105,C0317955,C4433919,propionibacterium avidum,cutibacterium
2106,C3986988,C4433919,propionibacterium namnetense,cutibacterium
2107,C0004586,C2810689,bacillaceae,anaerobacillus
2108,C5471107,C1035233,fannyhessea,atopobium vaginae
2109,C4104175,C5471107,atopobiaceae,fannyhessea
2110,C1035233,C5471107,atopobium vaginae,fannyhessea
2111,C0001253,C0206385,actinomycetaceae,mobiluncus spp
2112,C0206384,C0206385,mobiluncus mulieris,mobiluncus spp
2113,C0206383,C0206385,mobiluncus curtisi,mobiluncus spp
2114,C0030635,C0030637,pasteurella,pasteurella multocida
2115,C0030641,C0030635,pasteurellaceae,pasteurella
2116,C0030637,C0030635,pasteurella multocida,pasteurella
2117,C0317932,C0030635,pasteurella canis,pasteurella
2118,C4124249,C0030635,pasteurella caecimuris,pasteurella
2119,C0022938,C0317589,lactobacillus,lactobacillus jensenii
2120,C0027571,C0027575,neisseria,neisseria meningitidis
2121,C1082714,C0317561,filifactor,filifactor alocis
2122,C0317561,C1082714,filifactor alocis,filifactor
2123,C0315130,C1082714,filifactor villosus,filifactor
2124,C4434707,C3717413,peptoanaerobacter,peptoanaerobacter stomatis
2125,C0317513,C4434707,eubacterium yurii,peptoanaerobacter
2126,C3717413,C4434707,peptoanaerobacter stomatis,peptoanaerobacter
2127,C1003853,C0036197,clostridiaceae,sarcina
2128,C0318084,C0036197,sarcina ventriculi,sarcina
2129,C4132152,C0315088,hathewaya,clostridium histolyticum
2130,C0315076,C4132152,clostridium limosum,hathewaya
2131,C1003853,C4132152,clostridiaceae,hathewaya
2132,C0315088,C4132152,clostridium histolyticum,hathewaya
2133,C0018479,C0317568,haemophilus,haemophilus parainfluenzae
2134,C0023859,C0023861,1 listeria,listeria monocytogenes
2135,C0008862,C0887836,citrobacter,citrobacter rodentium
2136,C5482798,C1661826,unclassified pseudomonas,pseudomonas 10
2137,C5299044,C5482798,pseudomonas st1,unclassified pseudomonas
2138,C1265277,C5482798,pseudomonas sp,unclassified pseudomonas
2139,C1893272,C5482798,pseudomonas f,unclassified pseudomonas
2140,C5512502,C5482798,pseudomonas s36,unclassified pseudomonas
2141,C2664630,C5482798,b pseudomonas,unclassified pseudomonas
2142,C0033808,C5482798,pseudomonas,unclassified pseudomonas
2143,C1661826,C5482798,pseudomonas 10,unclassified pseudomonas
2144,C0042446,C0318245,veillonella,veillonella ratti
2145,C5122018,C0317505,anaerobutyricum,eubacterium hallii
2146,C1049212,C5122018,anaerobutyricum soehngenii,anaerobutyricum
2147,C1210564,C5122018,lachnospiraceae,anaerobutyricum
2148,C0317505,C5122018,eubacterium hallii,anaerobutyricum
2149,C0030964,C1016022,peptococcaceae,dehalobacterium
2150,C2828037,C0085467,acinetobacter calcoaceticus/baumannii complex,acinetobacter baumannii
2151,C3961513,C2828037,acinetobacter seifertii,acinetobacter calcoaceticus/baumannii complex
2152,C1013886,C2828037,acinetobacter pittii,acinetobacter calcoaceticus/baumannii complex
2153,C1049789,C2828037,acinetobacter nosocomialis,acinetobacter calcoaceticus/baumannii complex
2154,C0314787,C2828037,acinetobacter baumani,acinetobacter calcoaceticus/baumannii complex
2155,C0001138,C2828037,acinetobacter,acinetobacter calcoaceticus/baumannii complex
2156,C0085467,C2828037,acinetobacter baumannii,acinetobacter calcoaceticus/baumannii complex
2157,C1562738,C0318143,streptococcus dysgalactiae subsp.,ery streptococcus dysgalactiae
2158,C1562576,C0318143,streptococcus equisimilis,ery streptococcus dysgalactiae
2159,C1057352,C0318143,streptococcus dysgalactiae group,ery streptococcus dysgalactiae
2160,C0242710,C1057352,streptococcus equi,streptococcus dysgalactiae group
2161,C0038402,C1057352,streptococcus,streptococcus dysgalactiae group
2162,C0318143,C1057352,ery streptococcus dysgalactiae,streptococcus dysgalactiae group
2163,C0038402,C0579233,streptococcus,streptococcus agalactiae
2164,C0027571,C0317881,neisseria,neisseria subflava
2165,C0040837,C0318222,treponema,treponema denticola
2166,C1217351,C0314961,tannerella,tannerella forsythia
2167,C4592935,C1217351,tannerellaceae,tannerella
2168,C0314961,C1217351,tannerella forsythia,tannerella
2169,C1057057,C0282676,burkholderiaceae,burkholderia
2170,C1038817,C0282676,burkholderia cepacia complex,burkholderia
2171,C0318006,C0282676,burkholderia glumae,burkholderia
2172,C1052641,C0282676,pseudomallei group,burkholderia
2173,C0318038,C0282676,burkholderia gladioli,burkholderia
2174,C1034478,C1057057,burkholderiales,burkholderiaceae
2175,C0282676,C1057057,burkholderia,burkholderiaceae
2176,C4373645,C1057057,caballeronia,burkholderiaceae
2177,C1063395,C1057057,limnobacter,burkholderiaceae
2178,C1014144,C1057057,ralstonia,burkholderiaceae
2179,C1475787,C1057057,cupriavidus,burkholderiaceae
2180,C4370250,C1057057,paraburkholderia,burkholderiaceae
2181,C1013447,C1057057,lautropia,burkholderiaceae
2182,C1042003,C1057057,pandoraea species,burkholderiaceae
2183,C1082692,C1057057,polynucleobacter,burkholderiaceae
2184,C4611716,C1057057,robbsia,burkholderiaceae
2185,C4393899,C1040072,hymenobacteraceae,hymenobacter
2186,C1640234,C4393899,pontibacter,hymenobacteraceae
2187,C1040072,C4393899,hymenobacter,hymenobacteraceae
2188,C0995456,C3009994,bacteroidota,cytophagia
2189,C1210583,C1503411,carnobacteriaceae,atopostipes
